Text,Title 
 دستگاه‌ همگن کننده ترکیبات آزمایشگاهی منطبق با استانداردهای بین‌المللی توسط یک شرکت دانش بنیان ایران ساخت شد.  ,education
 مرکز نوآوری صنعتی شماره ۲پارک علم وفناوری چهارمحال و بختیاری روز سه شنبه با حضور معاون علمی و فناوری رییس جمهوری افتتاح شد.  ,education
 رییس رصدخانه اجتماعی کووید ۱۹ با تشریح مهم ترین چالش های کووید١٩ در کشور گفت: نگران جنبه های روانی و اجتماعی در پساکرونا هستیم.  ,education
 وزیر آموزش و پرورش گفت: واکسیناسیون معلمان از عید غدیر خم با همکاری وزارت بهداشت آغاز می شود.  ,education
 بالگرد مریخی ناسا در دهمین پرواز خود بر فراز سیاره سرخ مریخ از مرز یک مایل (۱.۶ کیلومتر) مسافت پرواز خود عبور کرد.  ,education
 مهلت اعتراض داوطلبان به سؤالات آزمون کارشناسی ارشد رشته‌های گروه پزشکی سال ۱۴۰۰ امروز سه شنبه پنجم مرداد پایان می‌یابد.  ,education
 معاون حقوقی و امور مجلس وزارت آموزش و پرورش گفت: آموزش و پرورش هدفمند چاره‌ای جز ادامه مسیر با برنامه‌ای دقیق در راستای سند تحول بنیادین نداشته و در تحول…  ,education
 وزیر آموزش و پرورش با صدور پیامی، درگذشت علیرضا تابش رییس بنیاد مسکن انقلاب اسلامی را تسلیت گفت.  ,education
 معاون تحقیقات و فناوری مؤسسه تحقیقات واکسن و سرم سازی رازی گفت: در چند روز آینده با اتمام تزریق دز دوم واکسن رازی کوو پارس به تمام داوطلبان، این مرحله کارآزمایی…  ,education
 نتایج یک مطالعه جدید نشان می‌دهد که داروی آرتروز تاثیر زیادی در افزایش احتمال زنده ماندن بیماران مبتلا به کووید-۱۹ ندارد.  ,education
 نتایج یک مطالعه جدید نشان می‌دهد شدت بیماری کرونا در مراحل اولیه ابتلا به این بیماری قابل پیش بینی است که می تواند به مداخلات پزشکی و درمان بهتر کووید-۱۹ کمک…  ,education
 فرمانده عملیات مدیریت بیماری کرونا در کلانشهر تهران گفت: علاوه بر راه اندازی ۱۷ مرکز واکسیناسیون کرونا در تهران، اورژانس یک طرح ضربتی در ۲ تا ۳ روز اخیر به اجرا…  ,education
دومین وبینار آموزشی در حوزه تامین مالی جمعی برای آشنایی مدیران ارشد زیست بوم نوآوری با ابزارهای نوین این حوزه برگزار می‌شود.  ,education
 رییس دانشگاه علوم پزشکی شهید بهشتی گفت: بیش از ۵۵ درصد افراد بالای ۶۵ سال ایرانی بی‌دندان هستند که جای تاسف دارد.  ,education
    دانشگاه‌هاتهران-ایرنا- رییس صندوق رفاه دانشجویان وزارت بهداشت از آمادگی برای ارائه تسهیلات بیمه تامین اجتماعی برای دانشجویان دستیاری و phd و ابلاغ دستورالعمل اجرایی به دانشگاه های علوم…  ,education
 پاویون شرکت‌های دانش‌بنیان با حمایت صندوق نوآوری و شکوفایی ریاست جمهوری، وزارت جهاد کشاورزی و سازمان شیلات ایران، در نمایشگاه کشاورزی و غذا شهریور ماه در استانبول…  ,education
    وزارت عتفتهران-ایرنا- دبیر شورای عالی انقلاب فرهنگی با ارسال نامه ای به وزیر علوم، تحقیقات و فناوری از عملکرد موفقیت‌آمیز این وزارتخانه در دولت های یازدهم و دوازدهم و همچنین توفیق…  ,education
 رییس پژوهشکده علوم دندانپزشکی دانشگاه علوم پزشکی شهید بهشتی گفت: مراجع علمی دنیا درمان پالپ زنده دندان محققان ایرانی را به عنوان سومین روش درمانی دندان که به…  ,education
 مهلت ارسال آثار به جشنواره فیلم کوتاه دانش آموزی مدرسه به دلیل درخواست های مکرر دانش آموزان، تا ۱۵ شهریور ماه ۱۴۰۰ تمدید شد.  ,education
 «نازنین بیاتی» به عنوان یکی از ۷ عضو هیات داوری هشتمین جشنواره ملی «نقش تن‌پوش» معرفی شد.  ,education
 رییس مرکز توسعه فناوری‌های راهبردی معاونت علمی و فناوری ریاست جمهوری گفت: فعالیت استارتاپ‌ها در خارج مرزها می‌تواند زمینه‌ساز معرفی توانمندی‌های ایران در بازارهای…  ,education
 وزیر علوم، تحقیقات و فناوری اعلام کرد: واکسیناسیون دانشگاهیان همچنان در انتظار اعلام زمان بندی وزارت بهداشت، درمان و آموزش پزشکی است.  ,education
 سخنگوی سازمان سنجش آموزش کشور گفت: نیمی از داوطلبان کنکور کارشناسی ارشد ۱۴۰۰ کارت ورود به جلسه این آزمون را دریافت کردند.  ,education
 ثبت نام دوره کارشناسی ارشد اخلاق پزشکی به صورت مجازی - ترکیبی از امروز (دوشنبه چهارم مرداد ۱۴۰۰) در سایت مرکز سنجش آموزش پزشکی آغاز شد.  ,education
 یک شرکت فناور ایرانی پوشش آنتی‌اسپاتر حاوی جزء نانومتری تولید کرد که برای انواع جوشکاری در حالات دستی و رباتیک و نیز در فلزات حساس به پاشش و سطوح شیشه‌ای و پلاستیکی…  ,education
 آزمون کارشناسان رسمی دادگستری قوه قضاییه سال ۱۴۰۰ روز پنجشنبه ۱۸ شهریور ماه برگزار می شود؛ ثبت نام این آزمون از سوم مرداد ماه آغاز شد.  ,education
    آموزش و پرورشتهران-ایرنا- دبیر پویش میزبانی به توان میلیون از طرح میزبانی نوجوانان ایرانی از یک میلیون خانواده در ایام عید غدیر و اهدای غذا توسط کاروان های دوچرخه سواری دانش آموزان همراه…  ,education
 دانشگاه‌های علوم پزشکی بر اساس آیین نامه جدید فعالیت آموزشی موظف هستند نسبت به اتمام واکسیناسیون دانشجویان، پرسنل و کارکنان آموزشی خود اقدام کنند که براین…  ,education
    سنجش و آزمونتهران-ایرنا- سخنگوی سازمان سنجش آموزش کشور اعلام کرد: از مجموع ۳۶۴ داوطلب کرونایی کنکور کارشناسی ارشد، ۱۵۰ داوطلب مبتلا به این بیماری از استان تهران هستند.  ,education
 با حضور رییس سازمان انرژی اتمی و معاون علمی و فناوری ریاست جمهوری مرکز فناوری و نوآوری رسا افتتاح شد.  ,education
 پنجمین برنامه «روزی با دانشگاه تهران» باهدف کمک به دانش آموزان برای انتخاب صحیح و آگاهانه رشته‌های تحصیلی دانشگاهی به صورت برخط برگزار می‌شود.  ,education
 کلید اولیه آزمون کارشناسی ارشد رشته‌های گروه پزشکی سال ۱۴۰۰ در سایت مرکز سنجش آموزش پزشکی منتشر شد و داطلبان می‌توانند تا فردا (سه‌شنبه) اعتراض خود را نسبت…  ,education
" معاون توسعه فناوری شهرک علمی و تحقیقاتی اصفهان گفت: مهلت ارسال طرح به رویداد اعطای ""جایزه فناوری مرحوم دکتر مهدی برنجکوب در صنعت افتا"" تا ۱۰ مرداد امسال تمدید…  ",education
    دانشگاهیانتهران-ایرنا- مرکز آموزش مجازی دانشگاهیان، مهلت ارسال آثار به جشنواره فرهنگی آموزشی سرانگشتان گره گشا با محوریت ارتقای جایگاه مادری و بانوان را هفتم مرداد ماه ۱۴۰۰ اعلام کرد.…  ,education
 محققان هندی سرگرم ابداع واکسن جدید کرونا هستند که در گرما پایدار می‌ماند و علیه همه گونه‌های این ویروس موثر است.  ,education
 رییس سازمان آموزش‌وپرورش استثنایی از نوبت‌گیری ۷۰ درصد نوآموزان بدو ورود به دبستان، در برنامه «سنجش سلامت جسمانی و آمادگی تحصیلی» تا دوم مرداد ماه خبر داد.  ,education
 معاون تحقیقات و فناوری مؤسسه تحقیقات واکسن و سرم سازی رازی گفت: پیش بینی می‌شود از شهریور ماه امسال ماهانه حداقل یک میلیون دز واکسن رازی کوو پارس تولید شود.…  ,education
 نخستین «شورای راهبردی کارآفرینی» با حضور کارآفرینان و فعالان اقتصادی کشور در دانشگاه شهید بهشتی برگزار شد.  ,education
هشت برنامه ملی برای حفظ و توسعه ذخایر ژنتیکی کشور با همت معاونت علمی و فناوری ریاست جمهوری طراحی و پیاده‌سازی می‌شود.  ,education
 محققان دانشگاه ویرجینا موفق به کشف یک فرآیند ترمیمی در مغز شدند و امید دارند که در کاهش تشنج و درمان صرع و سایر بیماری‌های انحطاطی سیستم اعصاب موثر باشد.  ,education
    پژوهش‌های پزشکیتهران-ایرنا- داده های جدید یک مطالعه نشان می دهد که واکسن کرونای فایزر محافظت قوی در برابر نوع ویروس جهش یافته و بسیار عفونی دلتا کووید-۱۹ دارد اما در صورتی که هر دو دز این…  ,education
 رییس اداره امور دانشجویان بین‌المللی دانشگاه قم گفت: این دانشگاه در حوزه پذیرش دانشجوی بین‌المللی با توجه به تعداد پذیرش‌های صورت گرفته در سال ۱۳۹۹ در رتبه نخست…  ,education
 محققان دانشگاه کمبریج مطالعاتی را آغاز کرده‌اند که با استفاده از صفحه لمسی گوشی هوشمند می‌توان آلودگی‌های موجود در آب از جمله ارسنیک و جیوه را تشخیص داد.  ,education
 مطالعات جدید نشان می‌دهد نوعی ژن‌درمانی از سلول‌های عصبی محافظت می‌کند و قادر به حفظ بینایی در مدل‌های حیوانی مبتلا به گلوکوم است.  ,education
 رییس سازمان نوسازی، توسعه و بازسازی مدارس کشور گفت: موضوع تکمیل تجهیزات مدارس خوزستان هنوز در بودجه ۱۴۰۰ ردیف اعتبار نگرفته است اما بی شک این مبلغ از ۳۳ میلیارد…  ,education
شرکت ویرومتیکس نتایج مربوط به واکسن ضد نوعی عفونت ریه را در قالب دو مقاله منتشر کرد. در این واکسن از نانوذرات استفاده شده‌ است.  ,education
محققان استرالیایی یک ماده دوبعدی از جنس کربن و نیتروژن (C ۳ N) ساختند که می‌توان از آن برای ساخت قطعات الکترونیکی کوچک و کارآمد استفاده کرد.گفته می شود بازار…  ,education
ستاد ویژه توسعه فناوری نانو اعلام کرد: تاکنون بیش از ۵۰ محصول پرکاربرد نانویی در کشاورزی روانه بازار شده است.  ,education
سمینار کاربرد سلول‌های بنیادی و پزشکی بازساختی در درمان ناباروری ۱۴ و ۱۵ مرداد ماه برگزار می شود.   ,education
 وزارت بهداشت اعلام کرد: شرایط داوطلبان سرباز در چهل و نهمین دوره آزمون پذیرش دستیار تخصصی پزشکی تغییر کرد.  ,education
 محققان دانشگاه شهید بهشتی، با استفاده از فناوری نانو و ساخت مواد الکترودی مناسب، موفق به ساخت ابرخازن‌هایی با ظرفیت ویژه بالا شدند، این ابزار ذخیره انرژی در…  ,education
 فرمانده عملیات مدیریت بیماری کرونا در کلان‌شهر تهران گفت: در حال حاضر در وضعیت قرمز کرونایی قرار داریم و پیش بینی من این است تا آخر هفته آینده همین شرایط را…  ,education
 وزیر تعاون، کار و رفاه اجتماعی نوشت: این وزارت در دولت دوازدهم، در میان ١۶۶ نهاد دولتی و حکومتی رتبه اول خدمات دولت الکترونیک را کسب کرد.  ,education
    پژوهش‌های پزشکیتهران-ایرنا- واکسیناسیون کرونا که در کشور ما از ۲۱ بهمن ماه سال گذشته آغاز شد، اکنون سرعت بیشتری گرفته و نوبت به تزریق واکسن به افراد ۶۰ ساله رسیده؛ در این بین تجمع در مراکز…  ,education
 معاون اداری، مالی و مدیریت منابع وزارت علوم، تحقیقات و فناوری گفت: ۸۵۰ پروژه آموزشی این وزارتخانه در دولت یازدهم و دوازدهم (از سال ۱۳۹۲ تا ۱۳۹۹) به بهره‌برداری…  ,education
 فرمانده عملیات مدیریت بیماری کرونا در کلان شهر تهران گفت: با افزایش تعداد مراکز تجمیعی واکسیناسیون در تهران امکان تزریق روزانه حداقل ۱۰۰ هزار دز واکسن کرونا…  ,education
 رئیس اورژانس کشور گفت: تمامی ۴۸ فروند بالگرد این نهاد در سراسر کشور را برای واکسیناسیون کرونا در اختیار گرفته‌ایم تا برای مناطقی که امکان حضور مردم در مراکز…  ,education
 عضو هیات علمی پژوهشکده بیماری‌های گوارش و کبد دانشگاه علوم پزشکی تهران درخصوص مهمترین عوامل ایجادکننده سرطان روده بزرگ گفت: بی‌تحرکی از جمله مهمترین عوامل ایجادکننده…  ,education
    سنجش و آزمونتهران-ایرنا- سخنگوی سازمان سنجش آموزش کشور از انتشار نتیجه اولیه کنکور سراسری ۱۴۰۰ تا دوشنبه هفته آینده ۱۱ مردادماه خبر داد.  ,education
 محققان دانشگاه کالیفرنیا در سن‌دیه‌گو موفق به ساخت یک برچسب پوستی شده‌اند که با استفاده از پالس‌های مافوق صوت، بیماری‌های قلبی عروقی و اختلال در عملکرد قلب…  ,education
    سنجش و آزمونتهران -ایرنا- فرایند توزیع کارت ورود به جلسه آزمون کارشناسی ارشد ۱۴۰۰ در درگاه سازمان سنجش آموزش کشور آغاز شد.  ,education
 فرمانده عملیات مدیریت بیماری کرونا در کلانشهر تهران با بیان اینکه هنوز به قله خیز پنجم کرونا نرسیده ایم، پیش بینی کرد تعداد بیماران بستری در بیمارستان های…  ,education
"    سمنانسمنان-ایرنا- دبیر جشنواره ملی دانشگاهی ""مولانا"" گفت: فرصت ارسال آثار به نخستین دوره از این جشنواره، به منظور حمایت از هنردوستان، تا ۱۵ مردادماه ۱۴۰۰ تمدید شد.  ",education
 مدیرگروه کارشناسی ارشد زمین شناسی دانشگاه آزاد اسلامی گفت: در حال حاضر ۸۳درصد شهرهای ایران در پای گسل‌های لرزه زا ساخته شده اند و در معرض خطر زلزله هستند.  ,education
‌ مطالعات محققان یک مرکز تحقیقاتی در بلژیک نشان می‌دهد نوع خاصی از آنتی‌بیوتیک‌ها یک درمان موثر برای تومورهای ناشی از سرطان پوست مقاوم به دارو هستند.  ,education
 مطالعات محققان دانشکده پزشکی دانشگاه واشینگتن در سنت‌لوئیس نشان می‌دهد یک نوع کلسترول خوب (HDL)، از کبد در برابر انواع آسیب‌ها محافظت می‌کند.  ,education
    فارسشیراز-ایرنا-معاون امور زنان و خانواده رئیس جمهوری گفت: در دولت دوازدهم تمام تلاش خود را به کار گرفتیم تا با همکاری و هم پیمانی با دستگاه های مختلف، تحقق عدالت جنسیتی و توجه…  ,education
 نتایج یک مطالعه در ایتالیا نشان می‌دهد حدود نیمی از بیمارانی که به دلیل کووید ۱۹ در بیمارستان بستری شده‌اند، به قند خون بالا مبتلا می‌شوند و این شرایط تا مدت‌ها…  ,education
 معاون حقوقی و امور مجلس وزارت آموزش و پرورش گفت: سی و پنجمین اجلاس مدیران و روسای آموزش‌وپرورش سراسر کشور با هدف هماهنگی و انسجام در برنامه‌های آغاز سال تحصیلی…  ,education
 دانشجویان و دانش آموزان با شرکت در دوازدهمین مدرسه تابستانی مجازی پژوهشگاه رویان می‌توانند ایده‌های مربوط به محصولات فناورانه و نوآورانه خود را در زمینه سلول…  ,education
 یک شرکت دانش‌بنیان ایرانی موفق به راه‌اندازی خط تولید دستگاه کنترل، نظارت، هشدار و ثبات پارامترهای گاز طبی اکسیژن بیمارستانی با تامین بخشی از هزینه‌ها توسط صندوق…  ,education
 وزیر بهداشت، درمان و آموزش پزشکی در نامه‌ای به معاون بهداشت، باتوجه به تأمین واکسن مورد نیاز از طریق واردات و تولید داخل، خواستار اعلام لیست گروه‌های جدید برای…  ,education
 فناور پروژه واکسن کوو ایران برکت با اعلام اینکه ثبت این واکسن در سازمان جهانی بهداشت در حال انجام است، گفت: برای این کار باید پنج فصل نوشته و مستندات علمی ارایه…  ,education
 سخنگوی سازمان سنجش آموزش کشور از خوداظهاری ۳۶۴ داوطلب مبتلا به کرونا در کنکور کارشناسی ارشد ۱۴۰۰ خبر داد.  ,education
 پژوهشگران بخش فناوری‌ نانو پژوهشگاه بیوتکنولوژی کشاورزی ایران، با استفاده از بیوپلیمر نشاسته، موفق به تولید نانوکامپوزیت پلیمری زیست‌سازگار و کارآمد به عنوان…  ,education
 کارت ورود به جلسه آزمون‌ ورودی مقطع کارشناسی‌ ارشد ناپیوسته‌ سال‌ ۱۴۰۰ فردا یکشنبه سوم مرداد در سایت سازمان سنجش آموزش کشور منتشر می‌شود.  ,education
 آزمون کارشناسی ارشد رشته‌های گروه پزشکی سال ۱۴۰۰ در حالی برگزار شد که از میان ۷۲ هزار و ۸۱۵ داوطلب ثبت نام کننده تعداد ۲۶ هزار و ۴۹۹ نفر (معادل ۳۶ درصد) در آزمون…  ,education
 محققان نانوذرات را به‌ گونه‌ای مهندسی کردند که با جذب انرژی، الکترون‌هایی را آزاد می‌کنند که می‌توانند به ساختار DNA تومور سرطانی آسیب برسانند.  ,education
 رییس دانشگاه دامغان گفت: این واحد دانشگاهی در رقابت با دانشگاه‌های مطرح کشور موفق به انعقاد قرارداد با شرکت فولاد مبارکه شد.  ,education
 شرکت آلروسا با استفاده از فناوری‌ نانومارک لیزری اقدام به ارائه روشی کرده است که می‌توان با آن الماس‌ها را نشان‌گذاری و ردیابی کرد. با این کار دسترسی به برخی…  ,education
 سازمان ملی پرورش استعدادهای درخشان، از افتخارآفرینی تیم‌های ملی المپیادهای علمی کشورمان در رقابت‌های بین‌المللی ۲۰۲۱ با کسب ۱۵ مدال طلا، نقره و برنز در حوزه‌های زیست…  ,education
 مدیر بخش پزشکی هسته‌ای بیمارستان رضوی از تولید ۲ رادیو داروی جدید برای تشخیص سرطانهای مختلف توسط متخصصان پزشکی هسته‌ای این بیمارستان برای نخستین بار در کشور خبر…  ,education
‌ محققان دانشکده پزشکی هاروارد موفق به توسعه یک ابزار پوشیدنی شدند که خطر برخورد با موانع و سقوط افراد نابینا و کم‌بینا را تا ۳۷ درصد کاهش می‌دهد.  ,education
 رییس پژوهشکده سوانح طبیعی و کرسی یونسکو در مدیریت بلایای طبیعی گفت: نقش بازیگران محلی شامل ساکنان، داوطلبان، سازمان‌های مردم‌نهاد، بنگاه‌های تجاری، گروه‌های…  ,education
    پژوهش‌های پزشکیتهران- ایرنا –معاون درمان دانشگاه علوم پزشکی تهران، بر گسترش کلینیک‌های سرپایی به منظور تزریق داروی رمدسیویر به بیماران کرونایی در راستای کاهش صف انتظار بیماران تاکید کرد.  ,education
 یک کارشناس منابع آب وآب‌های زیرزمینی با بیان اینکه ایران پنجمین کشور دنیا به لحاظ داشتن منابع آبی کارست است، گفت: تمام آب مورد نیاز کشور را می توان با منابع…  ,education
 مطالعات محققان دانشگاه جنوب استرالیا نشان می‌دهد مصرف بیش از ۶ فنجان قهوه در روز حجم مغز را کاهش داده و احتمال بروز زوال عقل و سکته مغزی را افزایش می‌دهد.  ,education
 محققان دانشگاه ام‌آی‌تی موفق به توسعه روشی شدند که با استفاده از امواج مافوق صوت، قادر به دارورسانی از طریق سیستم گوارشی به نقاط مختلف بدن است. محققان ادعا…  ,education
 محققان دانشگاه مریلند پرتالی راه‌اندازی کرده‌اند که دسترسی به داده‌های ژنتیکی و مولکولی گردآوری‌شده از صدها مطالعه تحقیقاتی شامل عملکرد شنوایی و سلامت گوش…  ,education
 دانشمندان روسی موفق به سنتز ترکیباتی شدند که می‌تواند تخریب سلول‌های عصبی را که بر اثر افزایش سن صورت می‌گیرد و عامل بیماری‌هایی مانند آلزایمر و پارکینسون…  ,education
    وزارت عتفتهران-ایرنا- معاون آموزشی وزیر علوم، تحقیقات و فناوری، گفت: واکسیناسیون اعضای هیأت علمی و کارکنان دانشگاه‌ها با اعلام وزارت بهداشت از مردادماه آغاز می‌شود  ,education
 محققان دانشگاه کمبریج در انگلیس با مطالعه ۳۰۰ فسیل از انسان‌های هومو در سراسر جهان دریافتند آب و هوای زمین، اندازه مغز و اندام انسان‌ها را تغییر داده است.  ,education
" واکسن ""رازی کوو پارس""، دومین واکسن ایرانی کرونا است که با سعی و تلاش محققان ایرانی وارد کارآزمایی بالینی شده تا ضمن حفظ سلامتی هموطنان از نگرانی‌های آنان در…  ",education
 مطالعات محققان دانشگاه کالیفرنیا نشان می‌دهد یک نوع اصلاح شیمیایی در ریبونوکلئیک اسید (RNA) می‌تواند کلید درمان بیماری‌های مزمن کبدی از جمله کبد چرب و سیروز…  ,education
 دفتر امور داوطلبان دانشگاه علوم پزشکی تهران در پی موج پنجم کرونا از داوطلبان رشته های علوم پزشکی برای یاری‌رسانی در بیمارستان‌های دانشگاه علوم پزشکی تهران دعوت…  ,education
 مسوول مرکز بهداشت جنوب تهران گفت: اعتیاد یک آسیب اجتماعی است که هیچ‌گاه به‌طور کامل ریشه‌کن نخواهد شد اما با تدبیر، اندیشه و تلاشی مخلصانه حداقل می‌توان آن را…  ,education
 مدیر فنی و برنامه‌ریزی نیروگاه طرشت گفت: نیروگاه طرشت به منظور بهینه‌سازی مصرف سوخت و کاهش هزینه تولید برق، از پوشش‌های نانومتری ایرانی استفاده می‌کند.  ,education
 مدیر گروه پژوهشی الکترومکانیک جهاددانشگاهی علم و صنعت گفت: پیر شدن چاه‌های نفت ایران باعث شده که آب و نمک همراه نفت افزایش یابد. نمک‌زدایی از نفت خام علاوه بر…  ,education
 رییس صندوق رفاه دانشجویان وزارت علوم، تحقیقات و فناوری گفت: خوابگاه های جدیدی که تا شهریورماه آماده می شوند، در مهرماه آماده پذیرش دانشجویان هستند.  ,education
 رییس دانشگاه علوم پزشکی ایران در بازدید از مراکز تجمیعی واکسیناسیون مرکز بهداشت شمال غرب تهران از افزایش سرعت واکسیناسیون کرونا خبر داد.  ,education
 مطالعات اخیر نشان می‌دهد زمانی‌که افراد در فضای باز وقت می‌گذرانند، ساختار مغز و روحیه بهتری خواهند داشت و نتیجه آن افزایش تمرکز، حافظه و سلامت روان‌شناختی…  ,education
 محققان دانشگاه کیوتو نانوذراتی تولید کردند که به داخل تومور سرطانی نفوذ می‌کند، سپس با یک باریکه اشعه اکس فعال‌ می‌شود و با استفاده از اثرفتوالکتریک سلول‌های…  ,education
 یک مطالعه جدید نشان می‌دهد بزرگسالان مبتلا به ADHD (اختلال نقص توجه – بیش‌فعالی) بیش از سایرین در معرض مشکلات مربوط به سیستم عصبی، ‌تنفسی، ‌اسکلتی عضلانی و…  ,education
" قائم مقام رییس دانشگاه صنعتی اصفهان در امور بین‌الملل و توسعه ساختارهای فناوری گفت: این دانشگاه در اجرای ۲ طرح علمی بزرگ دنیا شامل ""‌سِرن"" و ""‌سِزامی"" مشارکت…  ",education
 کنکور سراسری به عنوان مهم‌ترین ماراتن آموزشی هر ساله در پایان برگزاری آزمون با بحث‌ها، گلایه‌ها و اعتراض‌هایی مواجه می‌شود، امسال نیز اعتراض‌های داوطلبان به…  ,education
    آموزش و پرورشتهران-ایرنا- وزیر آموزش و پرورش گفت: حضور ۵۰ درصد از دانش آموزان در رشته های فنی و مهارتی از برنامه‌های آموزش‌وپرورش است.  ,education
"    آموزش و پرورشتهران-ایرنا-داور بخش هنرهای نمایشی سی و نهمین جشنوارۀ فرهنگی و هنری ""فردا"" گفت: این جشنواره با برنامه ریزی دقیق از پیش تعیین شده بود.  ",education
" وزیر آموزش و پرورش با حضور سرزده در اردوگاه شهید باهنر، از نزدیک در جریان روند برگزاری مرحله نهایی جشنواره سی و نهم فرهنگی هنری ""فردا"" قرار گرفت.  ",education
 سخنگوی سازمان سنجش آموزش کشور گفت: بر اساس گزارش اولیه وزارت بهداشت، درمان و آموزش پزشکی، ۹۹.۶ درصد کنکوری‌ها در آزمون سراسری ۱۴۰۰ از ماسک استفاده کردند.  ,education
 سازمان سنجش آموزش کشور اعلام کرد: فرایند خوداظهاری داوطلبان مبتلا به کرونا متقاضی شرکت در آزمون کارشناسی ارشد ۱۴۰۰ که از ۲۸ تیرماه در درگاه الکترونیکی این…  ,education
 دانشگاه علوم پزشکی ایران آخرین فرصت ثبت نام و تکمیل مدارک بیمه تامین اجتماعی دانشجویان تحصیلات تکمیلی را اعلام کرد.  ,education
 معاون دانشجویی دانشگاه فرهنگیان، شیوه‌نامه مهارت آموزی ورزشی دانشجو معلمان به استان‌ها را ابلاغ کرد.  ,education
 کرونا این ویروس تازه‌ وارد، بازی عجیبی را با کودکان آغاز کرده است؛ گویی می‌خواهد این بار دنیای شیرین و کودکانه را به هم بریزد، نحوه بیمار کردن کودکان را یاد…  ,education
 مطالعات محققان دانشگاه راتگرز در آمریکا نشان می‌دهد قرار گرفتن در معرض آنتی‌بیوتیک در اوایل زندگی رشد مغز را در مناطقی که مسئول عملکردهای شناختی و عاطفی است…  ,education
 مطالعات محققان دانشگاه ایالتی بولینگ گرین در اوهایو نشان می‌دهد مصرف سه وعده غلات کامل در روز، خطر بروز بیماری‌های قلبی عروقی را کاهش می‌دهد.  ,education
 محققان انگلیسی با استفاده از فناوری چاپ سه‌بعدی موفق به ساخت صفحاتی شدند که باعث افزایش اثربخشی و سرعت جراحی آرتروز زانو می‌شود.  ,education
 با گذشت چهار سال از اجرای قانون انتشار و دسترسی آزاد به اطلاعات و ایجاد بسترهای تقنینی و آموزشی و اطلاع رسانی برای موضوع شفافیت و دسترسی عمومی به اطلاعات موسسات…  ,education
 معاون پرورشی و فرهنگی وزارت آموزش و پرورش گفت: امروز به نیروهای متعهد و متخصص در امور تربیتی و مشاوره بیش از پیش نیازمندیم که جشنواره الگوهای برتر تدریس درس…  ,education
 انجمن قلب آمریکا در گزارشی اعلام کرد: محل زندگی تاثیر شگرفی بر سلامت روحی و جسمی، به ویژه سلامت مغز و قلب انسان‌ها می‌گذارد.  ,education
 مدیرکل قرآن، عترت و نماز وزارت آموزش و پرورش همزمان با عید سعید قربان برنامه‌های این وزارتخانه برای دهه ولایت و امامت را اعلام کرد.  ,education
 مهدی قلعه نوی رئیس مرکز تعاملات بین المللی علم و فناوری ریاست جمهوری با بیان اینکه شرکت های دانش بنیان مسیر مهمی برای ارتقا و پیشرفت اقتصادی و علمی کشور…  ,education
 مدیر گروه کاردرمانی دانشکده توانبخشی دانشگاه علوم پزشکی شهید بهشتی با اشاره به نقش هنردرمانی در درمان مبتلایان به ناتوانی ذهنی گفت: هنردرمانی به طور گسترده…  ,education
 رییس گروه بیماری‌های غیرواگیر معاونت امور بهداشتی دانشگاه علوم‌پزشکی شهیدبهشتی با اشاره به اهمیت غربالگری نوزادان تاکید کرد: سه تا پنج روز اول پس از تولد،…  ,education
 گاهی تبلیغات رسانه‌ای روی چند رشته خاص و گاهی نیز اجبار خانواده‌ها باعث می‌شود، دانش‌آموزان رشته‌ای را برای ادامه تحصیل انتخاب کنند که مطابق با توانمندی و استعدادهای…  ,education
 دبیر ستادویژه توسعه فناوری نانو گفت: امید است تا پایان تابستان فاز اول بالینی واکسن کرونا mRNA را که با تکنولوژی نانو لیپوزیوم در حال انجام است، شروع کنیم تا…  ,education
 قرمز شدن وضعیت استان تهران، اسکان تابستانه دانشجویان متقاضی را در خوابگاه‌های دانشگاه الزهرا لغو کرد.  ,education
    دانشگاهیانتهران-ایرنا- دانشیار گروه جنگلداری دانشگاه تربیت مدرس امروز سه شنبه ۲۹ تیرماه بر اثر ابتلا به بیماری کرونا درگذشت.  ,education
    وزارت عتفتهران-ایرنا- معاون نظارت و سنجش دانشگاه جامع علمی کاربردی، از تغییر زمان آزمون مجدد توانمندسازی روسای مراکز علمی کاربردی خبرداد.  ,education
 داود زارعیان از اساتید ارتباطات به دلیل ابتلا به ویروس کرونا در یکی از بیمارستان های تهران بستری شد.  ,education
 دبیر کارگروه صندوق‌های پژوهش و فناوری با بیان اینکه گزارش اثربخشی فعالیت‌های این کارگروه در حال تدوین است، گفت: با حضور فعال و حمایت دکتر غلامی، وزیر علوم در…  ,education
 مهلت دریافت کارت ورود به جلسه آزمون کارشناسی ارشد پزشکی ۱۴۰۰ تا فردا ۳۰ تیرماه تمدید شد.  ,education
 نتایج یک مطالعه جدید نشان می دهد که داروی «آبلاسیماماب» (abelacimab) از بروز لخته‌های خونی خطرناک پس از عمل جراحی جلوگیری می کند.  ,education
 سخنگوی سازمان سنجش آموزش کشور گفت: بر اساس هماهنگی با پلیس راهور، امکان تردد بین شهری داوطلبان کنکور کارشناسی ارشد ۱۴۰۰ در روزهای پنج تا هشت مردادماه فراهم شد.  ,education
 ۳۰شرکت دانش‌بنیان ایرانی با حمایت معاونت علمی وفناوری ریاست جمهوری برای حضور در نمایشگاه ماکس ۲۰۲۱ اعزام شدند تا علاوه بر ارایه دستاوردهای دانشی و تخصصی خود،…  ,education
